product_name,product_url,product_type,clean_ingreds,price,descriere
Sanctuary Spa Overnight Replenishing Miracle Oil 30ml,https://www.lookfantastic.com/sanctuary-spa-overnight-replenishing-miracle-oil-30ml/11975619.html,Oil,"['helianthus annuus seed oil', 'simmondsia chinensis leaf extract', 'triticum vulgare bran extract', 'rosa canina flower oil', 'capric triglyceride', 'lavandula angustifolia', 'linalool', 'punica granatum seed oil', 'geranylgenarylisopropanol', 'anthemis nobilis flower water', 'citrus aurantium amara flower water', 'limonene', 'geraniol']",£20.00,"Oferiți o lovitură hrănitoare pielii care au nevoie de un mic TLC, cu spa -ul SPA peste noapte, reînnoirea uleiului Miracle;Un elixir de lux super-bogat și indulgent, alimentat de un amestec natural natural care funcționează peste noapte pentru a-ți întineri tenul. Costum pentru toate tipurile de piele, uleiul facial de recuperare lipidică ajunge să lucreze la netezirea apariției ridurilor cu ingredient anti-îmbătrânire, în timp ce trandafirul, cu respectiv elasticul.Cu o utilizare continuă, rezultatele arată o reducere vizibilă a liniilor fine și a ridurilor cu o strălucire și ton îmbunătățit.Găzduit într-o sticlă de sticlă completată cu o pipetă pentru o aplicație fără mizerie.Sequable pentru toate tipurile de piele.vegan."
DHC Pore Cleansing Oil (150ml),https://www.lookfantastic.com/dhc-pore-cleansing-oil-150ml/11207565.html,Oil,"['ethylhexyl palmitate', 'glycerin', 'polyglyceryl-5 dioleate', 'triethylhexanoin', 'polyglyceryl-6 caprylate', 'isostearyl alcohol', 'capric triglyceride', 'isopropyl lauroyl sarcosinate', 'phenoxyethanol', 'citrus grandis', 'cocos nucifera fruit extract', 'argania spinosa extract', 'citrus reticulata fruit extract', 'oenothera biennis flower extract', 'olea europaea fruit oil', 'vitis vinifera extract', 'simmondsia chinensis leaf extract', 'butyl avocadate', 'sesamium indicum seed oil', 'calendula officinalis extract', 'tocopherol', 'oryza sativa bran', 'butylene glycol', 'punica granatum seed oil', '10-hydroxydecanoic acid', 'sebacic acid', '1,10-decanediol', 'ascorbyl palmitate', 'propyl gallate', 'limonene']",£25.00,"Îndepărtați machiajul și impuritățile în mod eficient cu uleiul de curățare a porilor DHC.Proiectat pentru a răsfăța ușor în timp ce curățarea activă, textura asemănătoare serului ajută la absorbția excesului de sebum, curățarea profundă și slăbirea porilor, în timp ce îndepărtează murdăria înfundată și cosmetice.reîmprospătat și complet condiționat.c.R"
L’Oréal Paris Extraordinary Oil Sleeping Oil Night Cream (50ml),https://www.lookfantastic.com/l-oreal-paris-extraordinary-oil-sleeping-oil-night-cream-50ml/11223508.html,Oil,"['alcohol denat', 'glycerin', 'dimethicon', 'triethanolamine', 'carbomer', 'argania spinosa extract', 'polyacrylamide', 'rosa canina flower oil', 'imperata cylindrica root extract', 'rosmarinus officinalis extract', 'ci 77861', 'c13-14 isoparaffin', 'lavandula angustifolia', 'royal jelly', 'dimethiconol', 'sodium citrate', 'sodium hyaluronate', 'silica', 'propylene glycol', 'caprylyl glycol', 'citric acid', 'laureth-7', 'synthetic fluorphlogopite', 'biotin', 'acrylates/c10-30 alkyl', 'tocopheryl acetate', 'propyl gallate', 'phenoxyethanol', 'ci 14700', 'ci 19140', 'titanium dioxide', 'linalool', 'geraniol', 'eugenol', 'coumarin', 'limonene', 'citral', 'citronellol', 'benzyl alcohol', 'parfum']",£14.99,"Adăugați lux la rutina zilnică a pielii cu lâsul cu ulei extraordinar de ulei de dormit.Proiectat pentru a oferi o hidratare intensă pielii, formula cu acțiune rapidă, de restaurare, funcționează pentru a oferi niveluri complexe de umiditate, suplimentarea pielii și îmbunătățirea strălucirii epidermei. Salomele de lavandă și rozmarin ajută simțurile de relaxare și dezlănțuire, în timp ce textura delicată și sensibilă intră în continuare note de confort și blândețe.C.c.R."
REN Clean Skincare Vita Mineral Omega 3 Optimum Skin Oil,https://www.lookfantastic.com/ren-clean-skincare-vita-mineral-omega-3-optimum-skin-oil/10832511.html,Oil,"['capric triglyceride', 'triticum vulgare bran extract', 'camelina sativa seed oil', 'rosa canina flower oil', 'phaeodactylum tricornotum extract', 'bisabolol', 'parfum', 'linalool', 'limonene', 'tocopherol']",£28.00,"Potrivit pentru toate tipurile de piele, acest ulei de față suprem al pielii Mineral Omega 3 Vita Mineral Omega 3 de Ren Clean Skincare este un ulei de transformare inovator care lucrează pentru a consolida bariera vitală a pielii lipidice pentru a vă lăsa cu un ten plumbper, mai sănătos.Re-energizând activitatea celulelor pielii Pentru a îmbunătăți nivelul de umiditate, acest ulei este non-gras și non-lipicios. Lucrează pentru a stimula sănătatea generală a pielii pentru a oferi tenului tău o strălucire naturală și raidantă.De asemenea, reducând aspectul ridurilor și îmbătrânirii premature, este un lucru obligatoriu în plus față de regimul tău de îngrijire a pielii.vegan."
Bondi Sands Sunscreen SPF15 Oil 150ml,https://www.lookfantastic.com/bondi-sands-sunscreen-spf15-oil-150ml/12016966.html,Oil,"['cocoglycerides', 'ethylhexyl palmitate', 'isopropyl palmitate', 'capric triglyceride', 'octocrylene', 'ethylhexyl salicylate', 'alcohol', 'ppg-15 stearyl ether', 'butl methoxydibenzoylmethane', 'ethylhexyl triazone', 'polyamide-8', 'parfum', 'tocopheryl acetate', 'bht', 'coumarin', 'limonene', 'hydroxycitronellal', 'butylphenyl methylpropional', 'alpha-isomethyl ionone']",£6.39,Descrie indisponibil
PIXI Jasmine Oil Blend 30ml,https://www.lookfantastic.com/pixi-jasmine-oil-blend-30ml/11666134.html,Oil,"['prunus amygdalus dulcis', 'capric triglyceride', 'simmondsia chinensis leaf extract', 'helianthus annuus seed oil', 'persea gratissima oil', 'vitis vinifera extract', 'rosmarinus officinalis extract', 'oryza sativa bran', 'helianthus annuus seed oil', 'cocos nucifera fruit extract', 'tocopherol', 'rosa damascena', 'punica granatum seed oil', 'anthemis nobilis flower water', 'carthamus tinctorius extract', 'chamomilla recutita flower oil', 'oenothera biennis flower extract', 'vaccinium macrocarpon fruit extract', 'salvia hispanica herb extract', 'tanacetum annuum flower oil', 'jasminum officinale extract', 'jasminum officinale extract', 'lavandula angustifolia', 'eugenia', 'vitis vinifera extract', 'boswellia carterii oil', '']",£26.00,"Tratează -ți pielea la efectele calmante ale amestecului de ulei de iasomie de Jasmine, un elixir de lux care ajută la refacerea umidității și a strălucirii pierdute. Formulate cu un cocktail de extract de flori de iasomie, primroză de seară și ulei de struguri, soluția reparativă oferă proprietăți vindecătoare și calmante pentru a ajuta la restabilirea pielii efortate, dezechilibrate.Bogat în ulei omega-6 și vitamina C antioxidantă, amestecul de ulei va asigura pielea plictisitoare și însetată primește o doză sănătoasă de hidratare pentru a ajuta la reînvierea unei străluciri sănătoase."
Freezeframe Stretch Mark Eraser 80ml,https://www.lookfantastic.com/freezeframe-stretch-mark-eraser-80ml/11285616.html,Oil,"['capric triglyceride', 'glycine soja extract', 'c12-15', 'alkyl benzoate', 'cyclopentasiloxane', 'stearalkonium hectorite', 'undecane', 'tridecane', 'cetearyl ethylhexanoate', 'caprylyl wheat bran/straw glycosides (from wheat bran)', 'lecithin', 'glycerin', 'pseudoalteromonas extract', 'acetyl tripeptide-30', 'isopropyl palmitate', 'theobroma cacao extract', 'dimethicon', 'phospholipid', 'swertia chirata extract', 'citrulline', 'tocopheryl acetate', 'pentapeptide-18', 'xanthan gum', 'caprylyl glycol', 'propylene carbonate', 'urea', 'potassium sorbate', 'phenoxyethanol']",£31.97,"Recuperați încrederea în pielea dvs. cu șerpile verticale de la Freezeframe, un ulei inovator de corp uscat care utilizează tehnologia STEM pentru a ajuta la reducerea vizibil a aspectului vergeturilor vechi și noi cu mai mult de jumătate în cel puțin 2 săptămâni.Implementarea tehnologiei care a fost folosită pentru prima dată pentru a ajuta la vindecarea arsurilor de gradul al treilea, formula dovedită din punct de vedere clinic vizează în mod expert vergeturi pentru a ușura întunericul vizibil, roșeața, lungimea și lățimea.Pentru un efect cu aspect mai neted. Rezultatele? Studiile clinice arată că noile vergeturi au avut o reducere de 92% a roșeaței vizibile după 12 săptămâni și o pornire veche, încăpățânată, până la 94% reducere vizibilă. Minimizarea efectivă a severității aspectului vergetului, uleiul conține, de asemenea, glicoproteine ​​și inhibitori MMP, care poate ajuta la dezvoltarea noilor noii vertile și a MMP care se îmbunătățește elastic.Lăsând niciun gras după senzație, uleiul hidratant cu unt de cacao lichid va lăsa pielea să se simtă mai netedă, mai chiar în aparență și protejată."
MONU Firming Fiji Facial Oil (180ml),https://www.lookfantastic.com/monu-firming-fiji-facial-oil-180ml/11085349.html,Oil,"['vitis vinifera extract', 'prunus armeniaca fruit extract', 'pogostemon cablin flower extract', 'linalool', 'corylus avellana flower extract', 'tocopherol', 'aniba rosaeodora wood extract', 'geraniol', 'benzyl benzoate', 'limonene']",£26.95,Descrie indisponibil
Bondi Sands Sunscreen SPF30 Oil 150ml,https://www.lookfantastic.com/bondi-sands-sunscreen-spf30-oil-150ml/12016967.html,Oil,"['cocoglycerides', 'ethylhexyl palmitate', 'isopropyl palmitate', 'capric triglyceride', 'octocrylene', 'ethylhexyl salicylate', 'alcohol', 'ppg-15 stearyl ether', 'butl methoxydibenzoylmethane', 'ethylhexyl triazone', 'polyamide-8', 'parfum', 'tocopheryl acetate', 'bht', 'coumarin', 'limonene', 'hydroxycitronellal', 'butylphenyl methylpropional', 'alpha-isomethyl ionone']",£6.39,Descrie indisponibil
L'Oréal Paris Extraordinary Oil Cream 50ml,https://www.lookfantastic.com/l-oreal-paris-extraordinary-oil-cream-50ml/11205948.html,Oil,"['oregano', 'citronella', 'melissa', 'cymbopogon schoenanthus oil', 'clove', 'rosmarinus officinalis extract', 'lavender', 'camomile']",£14.99,"L'Orã © al Paris extraordinar crema de ulei este un amestec în stare de ebrietate de micro-perluri de ulei care funcționează în combinație pentru a ridica și îmbunătăți pielea.Fabricate într-un amestec neted, mătăsos, textura pielii contactează pielea în mod natural și senină, permițând o experiență generală relaxantă."
Darphin The Revitalising Oil (50ml),https://www.lookfantastic.com/darphin-the-revitalizing-oil-50ml/11031326.html,Oil,"['prunus amygdalus dulcis', 'prunus armeniaca fruit extract', 'simmondsia chinensis leaf extract', 'helianthus annuus seed oil', 'polysorbate 60', 'oenothera biennis flower extract', 'argania spinosa extract', 'cananga odorata flower oil', 'pelargonium graveolens extract', 'aniba rosaeodora wood extract', 'squalene', 'linoleic acid', 'calophyllum inophyllum (tamanu) seed oil', 'rubus idaeus extract', 'rosa canina flower oil', 'cholesterol', 'lavandula angustifolia', 'vanilla planifolia extract', 'anogeissus leiocarpus bark extract', 'jasminum officinale extract', 'triticum vulgare bran extract', 'hordeum vulgare extract', 'coffea arabica seed extract', 'tocopheryl acetate', 'tetrahexyldecyl ascorbate', 'citronellol', 'geraniol', 'benzyl salicylate', 'farnesol', 'linalool', 'limonene']",£25.00,"Oferind hrănire instantanee din cap până în picioare, uleiul de revitalizare (50 ml) de la nivelul scăzut și înmoaie părul și pielea fără a se simți lipicios sau cântărește părul în jos.Lăsând o strălucire fabuloasă și o strălucire radiantă, uleiul multi funcțional lasă, de asemenea, un parfum floral delicat, persuând părul și pielea, pentru un parfum proaspăt și curat.- K.rDirecții pentru utilizare: Aplicați 5 picături pe față și gât seara."
Balance Me Radiance Face Oil 30ml,https://www.lookfantastic.com/balance-me-radiance-face-oil-30ml/11419254.html,Oil,"['prunus amygdalus dulcis', 'vitis vinifera extract', 'aleurites moluccanus seed oil', 'simmondsia chinensis leaf extract', 'rosa canina flower oil', 'mauritia flexuosa (buriti) nut oil', 'moringa oleifera seed oil', 'camellia oleifera seed oil', 'tocopherol', 'anthemis nobilis flower water', 'achillea millefolium extract', 'styrax benzoin', 'limonene', 'linalool', 'geraniol', 'citronellol']",£24.00,"Reignite o strălucire tinerească cu o planificare de radiant ulei de față;O formulă mătăsoasă, absorbantă rapidă, care promite să hidrateze, să lumineze și să țintească semnele de vârstă. Fortificat cu nuci de nucă amazonie, camellia și uleiuri de trandafir, amestecul de redactare a radianței ajută la înmuierea apariției liniilor fine, cicatrici și decolorare pentru un complex mai ușor, cu aspect mai tânăr.Hrănește și protejează în timp ce furnizează umiditate și hidratare de lungă durată pentru a dezvălui pielea strălucitoare, chiar și cu un parfum de lux de trandafir Otto.100% natural."
AromaWorks Rejuvenate Face Serum Oil 30ml,https://www.lookfantastic.com/aromaworks-rejuvenate-face-serum-oil-30ml/11328802.html,Oil,"['capric triglyceride', 'moringa oleifera seed oil', 'simmondsia chinensis leaf extract', 'rosa centifolia flower water', 'boswellia carterii oil', 'daucus carota sativa extract', 'jasminum officinale extract', 'citrus aurantium amara flower water', 'citrus aurantium bergamia', 'angustifolium flower oil', 'tocopherol', 'hippophae rhamnoides extract', 'limonene', 'geraniol', 'citronellol', 'linalool']",£14.99,Descrie indisponibil
Peter Thomas Roth Oiless Oil 100% Purified Squalane,https://www.lookfantastic.com/peter-thomas-roth-oiless-oil-100-purified-squalane/10831388.html,Oil,['squalene'],£32.00,"Hrănește -ți pielea fără a -l face să se simtă gras cu uleiul de ulei Peter Thomas Roth, 100% purificat Squalane.Potrivit pentru toate tipurile de piele, acest hidratant ușor vă înmoaie ușor pielea, în timp ce îmbunătățește dramatic aspectul liniilor fine și ridurilor. Formulată cu squalene care este derivată din trestia durabilă de zahăr, acesta pătrunde adânc în pielea ta pentru a oferi o hidratare intensivă care se absoarbe rapid, totuși permite pielii tale să respire.Pe lângă faptul că a fost lăsată hrănită, pielea ta va avea, de asemenea, o elasticitate îmbunătățită pentru un ten mai ferm, mai neted și mai tânăr.- L.M.Direcții de utilizare: Aplicați dimineața și seara, o picătură pe față și, în mod redus, pe corp poate fi, de asemenea, utilizat pe cap de păr NOTĂ: Formulată cu un squalan care este derivat de plante."
Rodial Vitamin C Deluxe Drops 10ml,https://www.lookfantastic.com/rodial-vitamin-c-deluxe-drops-10ml/12062177.html,Oil,"['butylene glycol', 'babassu oil glycereth-8 esters', 'ascorbyl glucoside', 'olea europaea fruit oil', 'prunus amygdalus dulcis', 'castor oil', 'phenoxyethanol', 'ammonium acryloyldimethyltaurate/vp', 'panthenol', 'benzyl alcohol', 'sodium hydroxide', 'helianthus annuus seed oil', 'disodium edta', 'ethylhexyl glycerin', 'parfum', 'limonene', 'dehydroacetic acid', 'geraniol', 'linalool', 'beta-carotene', 'daucus carota sativa extract', 'daucus carota sativa extract', 'ascorbyl palmitate']",£27.00,"Radiația pielii Reignite cu picături de vitamina C de lux, un tratament strălucitor formulat cu un complex de vitamina C de 6% pentru a ilumina și proteja tenul. Vitamina C este un puternic ingredient antioxidant dovedit că luminează aspectul pielii pentru a promova un aspect luminos și tineresc.Picăturile de strălucire funcționează pentru a reduce vizibil petele de vârstă, pigmentarea și pistrui, în timp ce susțin prevenirea stresurilor de mediu pentru a menține pielea mai tânără."
Aurelia Probiotic Skincare Cell Repair Night Oil 50ml,https://www.lookfantastic.com/aurelia-probiotic-skincare-cell-repair-night-oil-50ml/11218927.html,Oil,"['prunus amygdalus dulcis', 'cannabis sativa extract', 'triticum vulgare bran extract', 'olea europaea fruit oil', 'schinziophyton rautanenii kernel oil', 'citrullus lanatus fruit extract', 'punica granatum seed oil', 'adansonia digitata seed oil', 'kigelia africana fruit extract', 'helianthus annuus seed oil', 'hibiscus sabdariffa flower extract', 'citrus aurantium dulcis', 'citrus nobilis oil', 'lavandula angustifolia', 'rosa damascena', 'tocopherol', 'tocopherol', 'limonene', 'linalool', 'citronellol', 'geraniol', 'hydroxycitronellal', 'citral']",£49.60,"Elementează -ți somnul de frumusețe cu uleiul de reparare a celulelor din Aurelia London, o formulă intensă peste noapte, concepută pentru a hrăni pielea în timp ce dormi.Lucrând în armonie cu procesele naturale de reparare a nopții, uleiul facial infuzează pielea cu un amestec bogat de uleiuri naturale. Altuniți de migdale, cânepă, rodie și uleiuri de monongo, creează un elixir hidratant, contribuind la lăsarea pielii cu un aspect mai neted și mai luminos.Finalizat cu note de lavandă, trandafir și mandarină, parfumul liniștitor al uleiului de noapte poate fi inhalat pe măsură ce aplicați pre-slate."
Garnier Organic Lavandin Glow Oil 30ml,https://www.lookfantastic.com/garnier-organic-lavandin-glow-oil-30ml/12040260.html,Oil,"['capric triglyceride', 'olea europaea fruit oil', 'simmondsia chinensis leaf extract', 'argania spinosa extract', 'lavandula hybrida extract', 'camelina sativa seed oil', 'helianthus annuus seed oil', 'citric acid', 'tocopherol', 'linalool', 'geraniol', 'limonene', 'citronellol', 'parfum']",£11.99,"Tratează pielea cu proprietățile hrănitoare ale uleiului de strălucire de lavandină organică, un ulei facial neted și strălucitor formulat pentru a hrăni instantaneu și a înmuia senzația pielii.Certificate organice, luxoase, non-grase, ulei de față se topește fără efort pe piele, eliberând beneficiile suplelor organice de argan și radiant.Infuzat cu un parfum floral și aromatic de origine naturală 100%. Într -o săptămână, calitatea pielii a arătat îmbunătățită pentru 76% dintre femei*.vegan.Fără ingrediente sau subproduse derivate de la animale.*Autoevaluare pe 82 de femei."
Moroccanoil Shimmering Body Oil 50ml,https://www.lookfantastic.com/moroccanoil-shimmering-body-oil/11220665.html,Oil,"['capric triglyceride', 'sesamium indicum seed oil', 'argania spinosa extract', 'parfum', 'trihydroxystearin', 'ci 77019', 'ci 77491', 'alpha-isomethyl ionone', 'butylphenyl methylpropional', 'linalool', 'eugenol', 'hydroxyisohexyl 3-cyclohexene']",£37.00,"Atinge o strălucire instantanee cu ulei de corp strălucitor de teroroccanoil;Un tratament bogat, pe bază de ulei, pentru a lăsa pielea să se simtă somptuos suplă cu o strălucire cu aspect sănătos. Absorbită, de lux, formula echilibrează delicat uleiul de argan și uleiul de susan cu minerale perlate pentru o iridescență subtilă.O serie de antioxidanți și vitamine reînvie imediat pielea neplăcută, stimulând nivelurile de umiditate și oferind o textură netedă mătăsoasă.Delicat parfumat cu parfumul marocanoil semnat inspirat de Marea Mediterană, Nisip și Breezefree din Parabens."
LIXIRSKIN Night Switch Essential Lipids 15ml,https://www.lookfantastic.com/lixirskin-night-switch-essential-lipids-15ml/12458668.html,Oil,"['rubus idaeus extract', 'oenothera biennis flower extract', 'glycine soja extract', 'almond/borage/linseed/olive acids/glycerides', 'olive glycerides', 'cananga odorata flower oil', 'tocopherol', 'ceramide 3', 'pelargonium graveolens extract', 'rosa damascena', 'citronellol', 'linalool', 'benzyl benzoate', 'geraniol', 'benzyl salicylate', 'farnesol', 'eugenol', 'citral', 'isoeugenol', 'limonene']",£24.00,"Calmează -ți și reparați -vă viziunea cu un comutator esențial Lipidsfromlixirskin. Încărcat printr -un amestec puternic de lipide, această formulă inovatoare vizează pielea uscată și deshidratată.Tehnologia enzimatică asigură că serul este ușor de absorbit la straturile cele mai adânci, hidratarea intensă a pielii chiar până la folicul.Ușor, dar eficient, serul se transformă pielea uscată, plină de flăcări, dezvăluind o suprafață mai moale, mai netedă și mai suplă.Restabilind luminozitatea naturală a pielii tale, acest ser alungă somnolența, îmbunătățind elasticitatea pielii pentru un ten cu aspect mai sănătos."
Trilogy Rosehip Oil Antioxidant+ 30ml,https://www.lookfantastic.com/trilogy-organic-rosehip-oil-antioxidant-30ml/10621073.html,Oil,"['rosa canina flower oil ', 'solanum lycopersicum ', 'vaccinium macrocarpon fruit extract ', 'euterpe oleracea fruit oil ', 'oat kernel extract', 'rosa canina flower oil', 'solanum lycopersicum', 'capric triglyceride', 'vaccinium macrocarpon fruit extract', 'helianthus annuus seed oil', 'euterpe oleracea fruit oil', 'avena sativa kernel extract']",£31.50,"Nu pierdeți beneficiile uimitoare ale trilogiei Antioxidant de ulei de trandafiri +, acest produs certificat 100% s -a dovedit că restabilește pielea bunătate naturală în doar câteva picături puternice.Radianță-În timp ce anti-oxidantul protejează de agresorii externi. Direcții de utilizare: Aplicați 2-3 picături mici pe palma mâinii de fiecare dată și masaj ușor în față cu vârfurile degetelor."
Erno Laszlo Detoxifying Cleansing Oil 195ml,https://www.lookfantastic.com/erno-laszlo-detoxifying-cleansing-oil/11314426.html,Oil,"['disodium lauryl sulfosuccinate', 'butylene glycol', 'polysorbate-20', 'acrylates/c10-30 alkyl', 'butyrospermum parkii', 'sodium lauryl sulfoacetate', 'disodium cocoamphodiacetate', 'simmondsia chinensis leaf extract', 'olea europaea fruit oil', 'vitis vinifera extract', 'maris aqua', 'tocopheryl acetate', 'charcoal powder', 'disodium edta', 'sodium hydroxide', 'hexylene glycol', 'caprylyl glycol', 'phenoxyethanol', 'chlorphenesin', 'parfum']",£55.00,"Purificați pielea cu ulei de curățare de curățare de la Laszlo, o formulă clarificatoare care utilizează tehnologie inovatoare de curățare pentru a curăța profund aspectul de tenuri plictisitoare, congestionate, dezechilibrate, fără a dezbrăca umiditatea.Noroiul din Mea Dead (îmbogățit cu 26 de minerale) ajută la protejarea și restabilirea pielii plictisitoare, în timp ce energizarea uleiului de grapese reînvie aspectul pielii lipsite de strălucire. Coestimat pentru utilizare zilnică, uleiul se transformă de la negru la negru la aplicare și urmărește să dezvăluie un ten mai luminos, cu aspect mai sănătos. Pentru a vedea mai multe informații, faceți clic aici."
Manuka Doctor 24K Gold & Manuka Honey Face Oil 12ml,https://www.lookfantastic.com/manuka-doctor-24k-gold-manuka-honey-face-oil-12ml/11465862.html,Oil,"['helianthus annuus seed oil', 'prunus amygdalus dulcis', 'simmondsia chinensis leaf extract', 'adansonia digitata seed oil', 'silica', 'argania spinosa extract', 'sclerocarya birrea seed oil', 'vaccinium macrocarpon fruit extract', 'ci 77019', 'tocopherol', 'tocopheryl acetate', 'parfum', 'mel', 'limonene', 'linalool', 'citral', 'titanium dioxide', 'ci 77491', 'ci 77480']",£15.99,"Dezvăluie un ten radiant natural cu ulei de miere de aur de la Themanuka Doctor 24K și Manuka;Un ulei de înfrumusețare rafinat care hidratează și hrănește viziunea. Uleiul facial este fortificat cu aur de 24k, miere de manuka și o varietate de uleiuri de plante de lux, care funcționează în sine către o piele vizibil fermă, oferind în același timp un voal de hidratare esențială.Uleiurile vegetale prețioase, care includ marula, inchi și kukui, reduc, de asemenea, aspectul liniilor fine și ridurilor pentru a restabili un aspect tineresc la Visage. Finalizat cu un strălucitor de aur subtil, formula mătăsoasă luminează instantaneu complexul și evidențiază contururile faciale.Așteptați-vă pielea ultra netedă, care este în mod evident moale și radiantă natural. Nimeni nu au fost rănite la realizarea acestui produs."
Natio Ageless Rosehip Oil Cold Pressed 15ml,https://www.lookfantastic.com/natio-ageless-rosehip-oil-cold-pressed-15ml/10562420.html,Oil,"['rosa canina flower oil', 'pelargonium graveolens extract', 'rosmarinus officinalis extract']",£13.60,"O powerhouse multivitamină pentru piele, acest ulei de trandafir organic fără vârstă Natio oferă o apărare pură, naturală, împotriva liniilor fine, în timp ce nutrienții bogați, cum ar fi Vitamina C, ajută la hrănirea, repararea și hidratarea pielii. Acest lucru Natio Ageless Ageless Organic Rosehip oferă o apărare naturală împotriva semnelor vizibile ale îmbătrânirii.Acest ulei organic certificat conține nutrienți bogați, cum ar fi vitamina C, pentru a ajuta la hrănirea, repararea și hidratarea pielii și acizii grași esențiali pentru a ajuta la regenerarea celulelor pielii și consumul de piele.Acest multi-tasker ajută, de asemenea, la diminuarea aspectului liniilor fine, a pigmentării și a deteriorării solare și se absoarbe rapid în piele, începând să lucreze imediat pentru a vă lăsa să arătați tineresc și să vă simțiți fabulos. Direcții de utilizare: folosiți zilnic pentru a vă menține pielea hidratată și moale."
Weleda Almond Soothing Facial Oil (50ml),https://www.lookfantastic.com/weleda-almond-soothing-facial-oil-50ml/10540623.html,Oil,"['prunus amygdalus dulcis', 'prunus domestica flower extract', 'prunus spinosa flower extract']",£18.95,"Uleiul facial calmant de migdale din Weleda este alcătuit dintr-un amestec natural de ingrediente, ceea ce îl face perfect pentru a avea grijă de pielea facială delicată.Acest ulei hrănitor poate fi utilizat noaptea sau pentru curățare și funcționează pentru a vă proteja pielea pe parcursul zilei. Ulei de migdale dulci, ulei de prune și lucrări de negru calmante în armonie delicată cu extracte de flori de mușețel și calendula pentru a calma pielea sensibilă și pentru a regenera pielea extrem de uscată în faza de reconstrucție de noapte.Uleiul facial calmant de migdale din Weleda nu numai că se relaxează și netezește pielea, dar poate, de asemenea, să-ți îndepărtezi ușor machiajul, lăsându-ți pielea să se simtă reîmprospătat și calm. Direcții de utilizare: Răspândiți mai multe picături în mână și apoi aplicați ușor pe pielea curățată, umedă.Vârful degetelor. Acest lucru este deosebit de eficient pe zonele sensibile ale pielii, care sunt predispuse la dezvoltarea ridurilor, cum ar fi capacele, gâtul și pieptul."
Trilogy CoQ10 Booster Oil 20ml,https://www.lookfantastic.com/trilogy-coq10-booster-oil-20ml/10557485.html,Oil,"['macadamia ternifolia seed oil', 'simmondsia chinensis leaf extract', 'helianthus annuus seed oil', 'salvia hispanica herb extract', 'nigella sativa', 'calophyllum tacamahaca (tamanu) seed oil', 'ubiquinone', 'euterpe oleracea fruit oil', 'vaccinium angustifolium extract', 'fragaria vesca (strawberry) seed oil', 'punica granatum seed oil', 'parfum', 'citral', 'geraniol', 'citronellol', 'limonene', 'linalool']",£31.50,"Tratează-ți pielea cu proprietățile de revitalizare a uleiului de rapel CoQ10, un ulei ecologic certificat, anti-îmbătrânire, care lucrează pentru a stimula strălucirea pielii.infuzat cu un cocktail de ingrediente hrănitoare, formula se hidratează în mod expert în timp ce livrează nutrienți pentru a reînnoi aspectul pielii.Combinația sa de glicablendâ ¢ și co-enzime antioxidante Q10 inspiră pielea luminoasă, „reîncărcarea” la nivel de pivniță pentru a stimula elasticitatea și producția de colagen, în timp ce Tamanu, Macadamia și uleiurile de semințe de caraway negru ajută la dezvăluirea unei complexe sănătoase, suple, cu aspect de tinerețe."
DHC Olive Virgin Oil (30ml),https://www.lookfantastic.com/dhc-olive-virgin-oil-30ml/11207559.html,Oil,['olea europaea fruit oil'],£36.50,"Uleiul de măsline Virgin DHC este obținut dintr-o formulă pe bază de ulei extrasă în mod natural, care funcționează pentru a oferi pielii niveluri de hidratare și umiditate.În calitate de produs semnat al lui DHC, purificat meticulos în Japonia, amestecul de flor exclusivi de aceit și aditivi fuzionați se combină pentru a oferi nivelurile maxime de sprijin și ridicare, ajutând bariera naturală a pielii.Absorbția în piele și dermul celulelor.C.R"
Manuka Doctor Replenishing Facial Oil 25ml,https://www.lookfantastic.com/manuka-doctor-replenishing-facial-oil-25ml/11321479.html,Oil,"['corylus avellana flower extract', 'prunus amygdalus dulcis', 'persea gratissima oil', 'vitis vinifera extract', 'triticum vulgare bran extract', 'rosa canina flower oil', 'parfum', 'leptospermum scoparium leaf extract', 'oenothera biennis flower extract', 'vaccinium macrocarpon fruit extract', 'helianthus annuus seed oil', 'argania spinosa extract', 'borago officinalis seed oil', 'prunus domestica flower extract', 'prunus persica extract', 'ribes nigrum bud oil', 'rubus idaeus extract', 'tocopheryl acetate', 'beta-carotene', 'daucus carota sativa extract', 'daucus carota sativa extract', 'ascorbyl palmitate', 'citronellol', 'coumarin', 'hydroxyisohexyl 3-cyclohexene', 'butylphenyl methylpropional', 'limonene', 'linalool', 'alpha-isomethyl ionone']",£20.99,"Realizați un ten revitalizat, cu un ulei facial de la Doctor, un tratament bogat în omega, formulat în mod expert pentru a vă lăsa cu piele mai strălucitoare, cu aspect mai tânăr.Liniile fine și ridurile apar reduse, în timp ce un amestec hrănitor de extracte naturale de fructe și uleiuri esențiale înmoaie textura pielii și adaugă o explozie intensă de hidratare.Uleiul se topește fără efort fără a lăsa reziduuri grase și îmbunătățește vizibil pielea cu o strălucire radiantă subtilă."
